location_id,addressLine1,city,state,zipCode,county,longitude,latitude
340,8014 N Mckenna Ave,Portland,OR,97203,Multnomah,-122.726627,45.585733
341,5039 N 57th Ave,Glendale,AZ,85301,Maricopa,-112.180284,33.511066
342,7783 W Sunset Blvd,Los Angeles,CA,90046,Los Angeles,-118.359099,34.09823
343,375 Beach Club Trl,Gulf Shores,AL,36542,Baldwin,-87.874844,30.230857
344,12434 Sw King George Dr,Portland,OR,97224,Washington,-122.804676,45.403916
345,150 Fillmore Pl,Bay City,MI,48708,Bay,-83.864318,43.602022
346,207 Heritage Ln,Circle Pines,MN,55014,Anoka,-93.160357,45.140414
347,3133 W Chain Of Rck Rd,Granite City,IL,62040,Madison,-90.111373,38.761851
348,10246 Irma Ave,Tujunga,CA,91042,Los Angeles,-118.300522,34.255472
349,PO Box 472261,Tulsa,OK,74147,Tulsa,-95.8753,36.0978
350,2102 Barry Dr,Adel,IA,50003,Dallas,-94.007157,41.594835
351,279 Bottlebrush Walk,Brunswick,GA,31525,Glynn County,-81.498316,31.286317
352,1190 Overlook Dr,Trussville,AL,35173,Saint Clair,-86.524933,33.643224
353,8230 S 70th Dr,Laveen,AZ,85339,Maricopa,-112.210023,33.371097
354,711 E Burlington St,Iowa City,IA,52240,Johnson,-91.52552,41.657513
355,4128 Clearfield St,North Port,FL,34286,Sarasota,-82.165432,27.092562
356,8509 Starling Rd,Upper Macungie Township,PA,18031,Lehigh,-75.622828,40.536718
357,10000 Beacon Ave S,Seattle,WA,98178,King,-122.271896,47.511075
358,108 Willow Forks Rd,Lexington,SC,29073,Lexington,-81.26019,33.889863
359,3232 River Branch Cir,Kissimmee,FL,34741,Osceola,-81.4381,28.342099
360,6370 Paradise Lake Rd,Martinsville,IN,46151,Morgan County,-86.260576,39.522197
361,1143 S Richfield St,Aurora,CO,80017,Arapahoe,-104.786649,39.695325
362,600 Bottlebrush Dr,Georgetown,TX,78628,Williamson,-97.716373,30.684516
363,620 Gheens Ave,Louisville,KY,40214,Jefferson,-85.77549,38.167635
364,833 E Crawford St,Salina,KS,67401,Saline,-97.596833,38.8274
365,1220 Wells Ct,Lincoln,NE,68505,Lancaster,-96.638154,40.825256
366,13077 Mannheim Dr,Frisco,TX,75033,Denton,-96.876359,33.18719
367,107 Capistrano Dr,Winston Salem,NC,27103,Forsyth,-80.334645,36.061066
368,202 Arnold Blvd,Abilene,TX,79605,Taylor,-99.809213,32.451116
369,106 Town Park Dr,Rincon,GA,31326,Effingham,-81.222706,32.270913
370,210 75th Ave N,Myrtle Beach,SC,29572,Horry County,-78.81601,33.743289
371,885 Parfet St,Lakewood,CO,80215,Jefferson,-105.122247,39.731201
372,6747 Rosemont Ave,Detroit,MI,48228,Wayne,-83.21841,42.340467
373,59 Union Pl,Ridgefield Park,NJ,7660,Bergen,-74.021128,40.860513
374,148 Nathans Trl,Lancaster,NY,14086,Erie,-78.651476,42.882533
375,441 Chapel St,New Haven,CT,6511,New Haven County,-72.91256,41.303897
376,8910 Aspen Rd,Saint Bonifacius,MN,55375,Hennepin,-93.751649,44.900031
377,98 Stonewood Ln,Yellville,AR,72687,Marion County,-92.620067,36.068996
378,2332 Anvil Ln,Temple Hills,MD,20748,Prince Georges,-76.967263,38.838942
379,315 11th St,Windber,PA,15963,Somerset,-78.835935,40.237096
380,41 N Pleasant St,Taunton,MA,2780,Bristol,-71.096692,41.907246
381,365 S National Rd,Columbus,IN,47201,Bartholomew,-85.856042,39.195051
382,882 Indian Rock Ave,Berkeley,CA,94707,Alameda,-122.271458,37.893566
383,2231 Vegas Ave,Castro Valley,CA,94546,Alameda,-122.078605,37.689163
384,4604 Adair St,San Diego,CA,92107,San Diego,-117.251949,32.733797
385,PO Box 595,Linwood,MI,48634,Bay,-84.045683,43.754647
386,1922 6th St,Port Neches,TX,77651,Jefferson,-93.967786,29.989331
387,97 Garden Terrace Dr,Oxford,MS,38655,Lafayette,-89.581407,34.358553
388,542 Driving Park Ave,Rochester,NY,14613,Monroe,-77.644849,43.181143
389,114 Arcadia Park,Lexington,KY,40503,Fayette,-84.514633,38.020696
390,538 Benton Blvd,Kansas City,MO,64124,Jackson,-94.544812,39.106531
391,3929 Stephens Ridge Way,Antioch,TN,37013,Davidson,-86.671355,36.021738
392,2625 E South Belt W,Belleville,IL,62226,St. Clair County,-90.017579,38.524429
393,337 Springlake Ln,Aurora,IL,60504,Dupage,-88.225013,41.758869
394,3242 Lincoln St,Lorain,OH,44052,Lorain,-82.135015,41.472929
395,7630 271st St,New Hyde Park,NY,11040,Queens,-73.705543,40.753028
396,744 W Colden Ave,Los Angeles,CA,90044,Los Angeles,-118.28853,33.948769
397,220 Dorado Pl SE,Albuquerque,NM,87123,Bernalillo,-106.50246,35.066371
398,5910 Harvard St,Lubbock,TX,79416,Lubbock,-101.944227,33.61004
399,24581 Via,Mission Viejo,CA,92692,Orange,-117.650757,33.607368
400,186 Se 27th Way,Boynton Beach,FL,33435,Palm Beach,-80.065128,26.50119
401,2500 Ne 214th St,Miami,FL,33180,Miami-Dade,-80.151954,25.973254999999998
402,12351 Dogwood Rd,Grass Valley,CA,95945,Nevada County,-120.987879,39.213347
403,39392 Sutter Dr,Fremont,CA,94538,Alameda,-121.990449,37.536519
404,E 1060 Rd,Mcloud,OK,74851,Lincoln,-97.03414,35.477623
405,733 Timbercrest Dr,Leesburg,FL,34748,Lake,-81.939177,28.828627
406,10550 Etheridge Rd,Pensacola,FL,32507,Escambia,-87.363911,30.350564
407,9824 111th Street Ct SW,Lakewood,WA,98498,Pierce,-122.568114,47.15614
408,230 Hembree Cir,Roswell,GA,30076,Fulton,-84.342045,34.069393
409,2323 Augusta Dr,Houston,TX,77057,Harris,-95.482492,29.742107
410,65 Union Rd,Englewood,OH,45322,Montgomery,-84.312255,39.87564
411,3420 7th St,Port Arthur,TX,77642,Jefferson,-93.913843,29.898468
412,1003 Vista Canyon Rd,Bluff Dale,TX,76433,Erath County,-98.034194,32.267735
413,1001 E Price St,Philadelphia,PA,19138,Philadelphia,-75.162993,40.049503
414,2118 1/2 N Kedzie Blvd,Chicago,IL,60647,Cook,-87.707258,41.919887
415,PO Box 208,Dayton,OH,45405,Montgomery,-84.212217,39.78854
416,6702 Bighorn Rd,Rapid City,SD,57702,Pennington County,-103.330588,43.995055
417,757 E 83rd St,Brooklyn,NY,11236,Kings County,-73.911239,40.637283
418,2500 Lauretta Ave,Baltimore,MD,21223,Baltimore City,-76.656415,39.294188
419,664 Se Villandry Way,Port Saint Lucie,FL,34984,Saint Lucie,-80.315709,27.20589
420,3021 Ne Lynn St,Salem,OR,97301,Marion County,-122.998726,44.956054
421,966 Kuser Rd,Trenton,NJ,8619,Mercer,-74.708107,40.214187
422,8386 Fig St,Arvada,CO,80005,Jefferson,-105.15966,39.848216
423,212 Colton St,Upper Marlboro,MD,20774,Prince Georges,-76.810648,38.888164
424,13619 Barons Lake Ln,Cypress,TX,77429,Harris,-95.62987,30.009657
425,139 County Rd,Alvord,TX,76225,Wise County,-97.687977,33.331631
426,101 N 9th Pl,Alamo,TX,78516,Hidalgo,-98.120675,26.18396
427,42-16 Little Neck Pkwy,Little Neck,NY,11362,Queens County,-73.738282,40.770533
428,1065 Lankford Rd,Lawsonville,NC,27022,Stokes,-80.222049,36.513044
429,13343 Sw 9th Ter,Miami,FL,33184,Miami-Dade,-80.412107,25.759596
430,1001 Alexandria Dr,Pensacola,FL,32505,Escambia,-87.273591,30.441714
431,8024 S 88th East Ave,Tulsa,OK,74133,Tulsa,-95.878129,36.047191
432,2101 Argyle Dr,Columbus,OH,43219,Franklin,-82.951806,40.003627
433,4854 Nw 97th Pl,Doral,FL,33178,Miami-Dade,-80.354693,25.817089
434,21301 Palomino Rd,Omaha,NE,68022,Douglas County,-96.247087,41.293893
435,4 Summit Walk Trl,Henderson,NV,89052,Clark,-115.074327,35.961733
436,1044 S Dittmer St,Davenport,IA,52802,Scott,-90.618381,41.507601
437,2300 Thomas Rd NW,Atlanta,GA,30318,Fulton,-84.472709,33.818544
438,24 Walling Rd,Colesville,NY,13833,Broome County,-75.705164,42.197752
439,10718 Valley View Rd,Bothell,WA,98011,King,-122.197006,47.759567
440,1108 Columbia Rd NW,Washington,DC,20009,District of Columbia,-77.027613,38.927457
441,751 Sir Francis Drake Blvd,San Anselmo,CA,94960,Marin,-122.564137,37.978279
442,3624 6th Ave N,Saint Petersburg,FL,33713,Pinellas,-82.682983,27.777943
443,1308 Longwood St,West Palm Beach,FL,33401,Palm Beach,-80.06816,26.697162
444,732 S Chambers Rd,Aurora,CO,80017,Arapahoe,-104.809846,39.702909
445,2031 Choteau St,Helena,MT,59601,Lewis And Clark,-112.067975,46.604495
446,4155 Executive Dr,La Jolla,CA,92037,San Diego,-117.21781,32.874103
447,9000 Moray Way,Fort Mill,SC,29707,Lancaster,-80.820702,34.932197
448,127 W Cedar Ave,Denver,CO,80223,Denver,-104.990681,39.713239
449,2016 Mangrove Way,Antioch,CA,94509,Contra Costa,-121.794258,37.972298
450,528 Ocean Beach Rd,Hoquiam,WA,98550,Grays Harbor,-123.979538,47.051135
451,5128 Timber Hills Way,Oakwood,GA,30566,Hall,-83.889928,34.243745
452,380 Buckeye Cir,La Plata,MD,20646,Charles,-76.991389,38.516653
453,26708 Snuggle Vly,San Antonio,TX,78260,Bexar,-98.482587,29.696905
454,1100 Farmington Dr,Vacaville,CA,95687,Solano,-121.959206,38.334564
455,7350 Nw 109th Ave,Parkland,FL,33076,Broward,-80.272825,26.321746
456,1210 Greenwood Ct,Deerfield,IL,60015,Lake,-87.85168,42.174785
457,12 Main St,Greenville,NH,3048,Hillsborough,-71.812278,42.769734
458,7185 Golf Colony Ct,Lake Worth,FL,33467,Palm Beach,-80.157261,26.609701
459,2633 Riviera Ct,Saint Paul,MN,55110,Ramsey,-92.990694,45.056057
460,562 W G St,Colton,CA,92324,San Bernardino,-117.331133,34.069792
461,298 E Lawson Ave,Mountain House,CA,95391,San Joaquin County,-121.542108,37.745985
462,2213 Savanna Rd,Bloomington,IL,61705,McLean,-89.030991,40.453428
463,114 S Curley St,Baltimore,MD,21224,Baltimore City,-76.575543,39.29074
464,615 Herath Ln,Shorewood,IL,60404,Will,-88.214722,41.53396
465,127 Smith St,Mount Clemens,MI,48043,Macomb,-82.884274,42.589163
466,3802 Copinsay Ave,San Antonio,TX,78223,Bexar,-98.418732,29.347591
467,535 Buckingham Rd,Richardson,TX,75081,Dallas,-96.723657,32.935784
468,1008 E Red Brome Cir,Washington,UT,84780,Washington,-113.493052,37.107763
469,1611 Cherry Ln,Kaysville,UT,84037,Davis,-111.902078,41.023763
470,3110 Greenbriar Dr,Houston,TX,77098,Harris,-95.412934,29.738168
471,946 Simpson Ter,Bedford,TX,76021,Tarrant,-97.152812,32.861854
472,21690 Hillcrest Dr,Waukesha,WI,53186,Waukesha,-88.182094,43.028737
473,3001 Allman Pl,Baden,PA,15005,Beaver,-80.139381,40.650124
474,14 White Sisters Way,Canton,MA,2021,Norfolk,-71.157781,42.163733
475,312 Tanners Mill Ct,Chapin,SC,29036,Lexington County,-81.329229,34.099036
476,2034 Bath St,Santa Barbara,CA,93105,Santa Barbara County,-119.718869,34.428661
477,4482 E 16th St,Tucson,AZ,85711,Pima,-110.896881,32.214437
478,1416 Almond Crk,Seguin,TX,78155,Guadalupe,-97.950215,29.609883
479,5905 Rose Ct,Saint Leonard,MD,20685,Calvert County,-76.549798,38.455031
480,1312 9th St,West Palm Beach,FL,33401,Palm Beach,-80.068405,26.721546
481,221 Pennie Ct,Arlington,TX,76013,Tarrant,-97.128611,32.734145
482,15 Doris Dr,Taylor Mill,KY,41015,Kenton,-84.505709,39.0401
483,1170 Victoria Xing,Watkinsville,GA,30677,Oconee,-83.371962,33.870731
484,726 S Olive St,Anaheim,CA,92805,Orange,-117.905753,33.828871
485,225 Circle Dr E,Canon City,CO,81212,Fremont,-105.223531,38.4538
486,1323 Cereal Ave,Hamilton,OH,45013,Butler,-84.576611,39.413984
487,1515 Ward Ave,Honolulu,HI,96822,Honolulu,-157.847509,21.307564
488,1742 High St,Erie,PA,16509,Erie,-80.099046,42.081301
489,92-1208 Olani St,Kapolei,HI,96707,Honolulu,-158.122085,21.342478
490,2716A Gravois Ave,Saint Louis,MO,63118,Saint Louis City,-90.22628,38.603215
491,322 Serene Mdw,New Braunfels,TX,78130,Comal,-98.107529,29.678702
492,203 Ranger Rd,Wentzville,MO,63385,Saint Charles,-90.901552,38.860325
493,490 Berkeley Sq,Memphis,TN,38120,Shelby,-89.875092,35.117761
494,27 Wyndham Ct,Savannah,GA,31410,Chatham,-80.985758,32.012129
495,7 Harmon Park,York,ME,3909,York,-70.643957,43.134877
496,3081 Lee Lynn Ct,Youngstown,OH,44514,Mahoning,-80.593885,40.999273
497,1301 Edgewood Way,Oxnard,CA,93030,Ventura,-119.192443,34.212809
498,970 E 700 S,Saint George,UT,84790,Washington,-113.56348,37.095332
499,10334 Violetlawn St,Detroit,MI,48204,Wayne,-83.162315,42.367762
